id,mean_AU01_r,mean_AU02_r,mean_AU04_r,mean_AU05_r,mean_AU06_r,mean_AU07_r,mean_AU09_r,mean_AU10_r,mean_AU12_r,mean_AU14_r,mean_AU15_r,mean_AU17_r,mean_AU20_r,mean_AU23_r,mean_AU25_r,mean_AU26_r,mean_AU45_r,mean_AU01_c,mean_AU02_c,mean_AU04_c,mean_AU05_c,mean_AU06_c,mean_AU07_c,mean_AU09_c,mean_AU10_c,mean_AU12_c,mean_AU14_c,mean_AU15_c,mean_AU17_c,mean_AU20_c,mean_AU23_c,mean_AU25_c,mean_AU26_c,mean_AU45_c,mean_gaze_0_x,mean_gaze_0_y,mean_gaze_0_z,mean_gaze_1_x,mean_gaze_1_y,mean_gaze_1_z,mean_gaze_angle_x,mean_gaze_angle_y,std_AU01_r,std_AU02_r,std_AU04_r,std_AU05_r,std_AU06_r,std_AU07_r,std_AU09_r,std_AU10_r,std_AU12_r,std_AU14_r,std_AU15_r,std_AU17_r,std_AU20_r,std_AU23_r,std_AU25_r,std_AU26_r,std_AU45_r,std_AU01_c,std_AU02_c,std_AU04_c,std_AU05_c,std_AU06_c,std_AU07_c,std_AU09_c,std_AU10_c,std_AU12_c,std_AU14_c,std_AU15_c,std_AU17_c,std_AU20_c,std_AU23_c,std_AU25_c,std_AU26_c,std_AU45_c,std_gaze_0_x,std_gaze_0_y,std_gaze_0_z,std_gaze_1_x,std_gaze_1_y,std_gaze_1_z,std_gaze_angle_x,std_gaze_angle_y
2ea4_Breathing,0.05354444444444444,0.03037777777777778,0.9754333333333333,0.034077777777777776,0.1547888888888889,0.0,0.017177777777777778,0.3141888888888889,0.0005111111111111111,0.011533333333333335,0.06896666666666666,0.2968777777777777,0.06976666666666667,0.09058888888888889,0.23996666666666666,0.18186666666666668,0.0976888888888889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6311111111111111,0.0,0.10777777777777778,0.0,0.10555555555555556,0.01,0.025555555555555557,0.06444444444444444,0.0,0.016666666666666666,0.12346681000000001,0.052693517777777775,-0.9898319411111112,-0.10608061666666667,0.031240852222222226,-0.9928710155555556,0.008732222222222223,0.04229333333333334,0.07683095598650341,0.054110992465704534,0.120497351800273,0.10696508300758906,0.08299630698519109,0.0,0.029666885385786417,0.17192008610234624,0.0056368492932018475,0.0390414058172458,0.09172150986893021,0.23858110080971798,0.11787821527905341,0.15992068351357577,0.21579585736951032,0.16401410720952478,0.15180337118344003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4827720392930026,0.0,0.3102719671678126,0.0,0.30743877588000584,0.09955406689742802,0.157892904602899,0.24567951265636315,0.0,0.128090276840729,0.03656550651172296,0.02934757095842621,0.0040292406000375525,0.03198848245900007,0.030633807984334464,0.004311763338546442,0.030840478463420046,0.029466795852994377
2ea4_Counting1,0.12123333333333332,0.0551,0.8776333333333333,0.09766666666666667,0.7763,0.0005,0.025833333333333333,0.2618333333333333,0.21903333333333336,0.10373333333333334,0.23800000000000002,0.48430000000000006,0.0899,0.09793333333333334,0.6916333333333333,0.3569,0.2328333333333333,0.03,0.043333333333333335,0.0,0.9966666666666667,0.66,0.0,0.0,0.9233333333333333,0.35,0.46,0.03666666666666667,0.3233333333333333,0.03,0.18,0.28,0.05333333333333334,0.05333333333333334,0.07872310666666667,-0.017102850000000003,-0.9921805633333334,-0.08857269666666667,-0.021745553333333334,-0.9906338899999999,-0.004856666666666668,-0.019876666666666667,0.25240014195933513,0.16655165820098677,0.12543995707772343,0.2670961563645284,0.23496241071320437,0.0035766803240530496,0.04009569100305247,0.21278289583066234,0.21076560287058282,0.13368483211149207,0.37867309257034526,0.4161399020283931,0.14348151967516345,0.13737528447591418,0.5347424587714463,0.3140032645805201,0.28336305503496995,0.17087224588772665,0.2039465687344377,0.0,0.05773502691896256,0.47450026519722915,0.0,0.0,0.2665063620734804,0.47776654295295456,0.49923017660270624,0.18825609351281192,0.46853028109529166,0.17087224588772665,0.3848293719103959,0.4497490939308703,0.2250727616773127,0.2250727616773127,0.03350890143518982,0.08847622896065263,0.012939261381404657,0.04490953192270408,0.09058528247416114,0.011768713643412159,0.035252023195178464,0.0905427417438704
2ea4_Counting2,0.2399333333333333,0.12193333333333335,0.6990666666666667,0.04360000000000001,0.36146666666666666,0.0006,0.04013333333333333,0.46653333333333324,0.05486666666666667,0.1807,0.24076666666666668,0.4722666666666666,0.07450000000000001,0.11160000000000002,0.5421,0.33646666666666664,0.5703666666666667,0.11333333333333333,0.17333333333333334,0.0,0.9333333333333333,0.07333333333333333,0.0,0.0,0.87,0.013333333333333334,0.3933333333333333,0.05333333333333334,0.38,0.013333333333333334,0.25,0.26,0.07333333333333333,0.42333333333333334,0.10984192333333333,-0.06452807666666667,-0.9768887833333334,-0.026900356666666667,-0.08919936666666667,-0.9802231966666667,0.04225,-0.07845,0.41450538146054844,0.30728217761174326,0.2070927818390952,0.0897471736822196,0.24745632138257492,0.005693392285717148,0.0707436529804071,0.22311113257856616,0.09004448299933547,0.17562837970896766,0.385744832510106,0.4511718619909678,0.1114277215227244,0.18776837649269468,0.43328864918401183,0.3050623855637428,0.7621981494021501,0.3175294822993921,0.37916766204679037,0.0,0.2498606077393724,0.26111842459139595,0.0,0.0,0.33686534530812934,0.11488931224930929,0.48930592665026296,0.2250727616773127,0.4861974494649481,0.1148893122493093,0.4337361989746802,0.439367133796862,0.2611184245913959,0.4949128049504295,0.09153445202444546,0.1447213982008471,0.015324262610369245,0.07652005934649266,0.15636788546707311,0.01667494036787627,0.08240612881873309,0.15207002270671255
2ea4_Counting3,0.24340000000000003,0.17563333333333334,0.9215,0.052466666666666675,0.5137333333333334,0.004333333333333333,0.044033333333333334,0.2209666666666667,0.029333333333333336,0.06803333333333333,0.16793333333333335,0.3634,0.10326666666666667,0.10103333333333332,0.3944666666666667,0.37929999999999997,0.25386666666666663,0.11,0.14,0.0,1.0,0.17,0.0,0.0,0.8466666666666667,0.013333333333333334,0.02666666666666667,0.03,0.16,0.056666666666666664,0.0,0.07666666666666666,0.02666666666666667,0.05333333333333334,0.09745277333333334,0.0018663566666666668,-0.9927069366666665,-0.10579498333333333,0.0023543433333333345,-0.9910879766666668,-0.004183333333333334,0.00201,0.5832446780854929,0.4702030432645095,0.1865836582835205,0.13751952937220005,0.16165964770015226,0.025311878493409098,0.07747736030666756,0.16691795660246794,0.06659583751358646,0.1319742002083146,0.2518952818114805,0.32792410819545725,0.1386798563746825,0.13153556262982027,0.24722956352174538,0.2466616777644877,0.2827889924834207,0.31341254721080314,0.3475667929841461,0.0,0.0,0.37626042358254347,0.0,0.0,0.3609105294341109,0.1148893122493093,0.16137646493112862,0.17087224588772665,0.36721859746989827,0.23159088211286502,0.0,0.2665063620734804,0.16137646493112862,0.2250727616773127,0.038788395341379525,0.05893136649589106,0.008471793964044428,0.04897913224924828,0.06406511026283145,0.008067774190200735,0.04038265616100078,0.0614903252579985
2ea4_Math,0.09386666666666667,0.044366666666666665,0.9772333333333334,0.03096666666666667,0.6656,0.00019999999999999998,0.030333333333333337,0.4753333333333334,0.06863333333333334,0.1168,0.14319999999999997,0.3583,0.08013333333333333,0.10313333333333335,0.4450333333333333,0.3476666666666667,0.1914,0.013333333333333334,0.0033333333333333335,0.0,0.9966666666666667,0.5733333333333334,0.0,0.0,0.9966666666666667,0.06666666666666667,0.24666666666666667,0.0,0.2733333333333333,0.01,0.14333333333333334,0.13666666666666666,0.02,0.09,0.10712398000000001,-0.0015477900000000007,-0.9931234333333333,-0.06187726333333333,0.006017469999999999,-0.9968264533333333,0.022720000000000004,0.00224,0.16365305771628136,0.08521033717078041,0.334413096762837,0.06814846243309926,0.18122577799169645,0.0014023391829177734,0.05890774678250897,0.19933892976189474,0.1183235695565239,0.14646250105077005,0.17111993877048945,0.3077017678311605,0.1111989188529687,0.1498120859361175,0.33396923569423204,0.25959942557992494,0.22120385126102354,0.11488931224930929,0.05773502691896258,0.0,0.05773502691896256,0.49541937461579416,0.0,0.0,0.05773502691896257,0.24986060773937238,0.43179127043782384,0.0,0.44641517737511843,0.09966499068325337,0.35099794026335723,0.3440690345808724,0.14023391829177734,0.28665992577177274,0.030214106960452413,0.036246863239387805,0.0029406171989211473,0.036638544488942465,0.03359385621539304,0.0030478371147557256,0.028685381358436388,0.03383397987201525
2ea4_Reading,0.12346666666666668,0.06336666666666667,0.7398666666666666,0.04286666666666667,0.5781999999999999,0.003666666666666667,0.030166666666666665,0.41590000000000005,0.014133333333333335,0.1175,0.1442,0.42583333333333334,0.11893333333333334,0.1037,0.5191333333333333,0.36846666666666666,0.2196333333333333,0.016666666666666666,0.03333333333333333,0.0,1.0,0.5466666666666666,0.0,0.0,0.9833333333333333,0.0,0.14,0.013333333333333334,0.29333333333333333,0.11666666666666667,0.06666666666666667,0.2,0.016666666666666666,0.10666666666666667,0.10876495000000001,-0.003070400000000001,-0.9918555266666665,-0.10292341333333332,-0.01271234,-0.9921573933333334,0.0029199999999999994,-0.00801,0.22715482223902644,0.18442806527140804,0.13575497633932931,0.09036038338327697,0.17221775901961775,0.016353808293725205,0.04359634188370654,0.20814242133339478,0.039269017575693045,0.1532831882039031,0.1820645995097587,0.3315449376900743,0.17027283503264912,0.1334541495549869,0.3869561116328166,0.28164409018121117,0.23275476685530727,0.12823299585640946,0.17980541941701306,0.0,0.0,0.49864923451845555,0.0,0.0,0.12823299585640946,0.0,0.3475667929841461,0.11488931224930927,0.45605061425764076,0.3215590505108515,0.2498606077393724,0.40066833797650675,0.12823299585640943,0.30920475550187154,0.041526134330671774,0.05129750303760386,0.00649834264097809,0.04623430549911802,0.05186903140043325,0.0075624572632279645,0.03837127548842618,0.051265032708419464
2ea4_Relax,0.06364,0.03712,0.9115600000000001,0.024106666666666665,0.2784533333333334,0.00020000000000000004,0.022306666666666662,0.34956000000000004,0.00022666666666666666,0.14486666666666667,0.07748,0.24672000000000002,0.04882666666666667,0.08548,0.13393333333333332,0.16825333333333334,0.1704,0.0,0.009333333333333334,0.0,0.9933333333333333,0.0026666666666666666,0.0,0.0,0.8373333333333334,0.0,0.38,0.0,0.030666666666666665,0.0,0.014666666666666666,0.029333333333333333,0.0,0.04666666666666667,0.09524922533333334,0.023914818666666667,-0.9939130293333333,-0.023796230666666668,-0.0034585426666666674,-0.9979628933333333,0.035825333333333334,0.010269333333333333,0.0919450320493613,0.07809120681683361,0.1088615367285673,0.05030416783220462,0.12255516109996567,0.003158052838428623,0.04149588534086866,0.14982746998135785,0.0020867266534912382,0.15118815882219838,0.10264549542141183,0.1875929007057399,0.07594854089035145,0.15458449066126914,0.1216930886807701,0.1655577290184279,0.26681046412204307,0.0,0.09622144759975891,0.0,0.08143134310822482,0.05160529395363369,0.0,0.0,0.3693075587991719,0.0,0.4857103588940457,0.0,0.17252799802454874,0.0,0.12029484619987629,0.16885172023639936,0.0,0.21106465029549915,0.039912082271247894,0.029763185997740558,0.004132654758821949,0.044549592306129086,0.03880322261915482,0.002470301842463668,0.03469643519213867,0.032856925647005576
2ea4_Speaking,0.1065,0.0643,0.7790333333333335,0.05223333333333333,0.6044,0.010166666666666668,0.02656666666666667,0.2945,0.0755,0.07506666666666667,0.18033333333333332,0.3263333333333333,0.09443333333333334,0.0945,0.5813333333333334,0.399,0.23020000000000002,0.006666666666666667,0.07333333333333333,0.0,0.9933333333333333,0.41333333333333333,0.0,0.0,0.9633333333333334,0.03666666666666667,0.11666666666666667,0.016666666666666666,0.33,0.023333333333333334,0.03666666666666667,0.2633333333333333,0.08666666666666667,0.22,0.12711002666666668,-0.002965046666666667,-0.9879634133333334,-0.07968507666666667,-0.013329003333333336,-0.9913910233333335,0.02419,-0.008443333333333336,0.15746130808916362,0.149989442214843,0.1339247987789497,0.12113183711186698,0.26874782102251144,0.03601800305452364,0.040231922410257415,0.22319828609643927,0.3923466191586432,0.20692120118672572,0.2504188242004489,0.26955535458635604,0.15080168893896725,0.15095709151365122,0.46268760695273403,0.31733263305244863,0.2699522316222993,0.08151300584956361,0.26111842459139595,0.0,0.08151300584956361,0.4932543851982259,0.0,0.0,0.1882560935128119,0.1882560935128119,0.3215590505108515,0.12823299585640946,0.47099837036123926,0.15121212222763153,0.18825609351281192,0.44117760727332966,0.28181605677298177,0.41493844488487475,0.05008967034218984,0.07155014050962896,0.012652629538424451,0.0729985353231731,0.07258261337730214,0.007410770624364607,0.05788109626076398,0.0725532911434165
2ea4_Stroop,0.0858,0.04336666666666667,0.8665000000000002,0.03206666666666667,0.47436666666666666,0.0,0.02646666666666667,0.22616666666666665,0.04526666666666666,0.04466666666666667,0.09566666666666666,0.3236,0.076,0.07266666666666667,0.3353333333333333,0.29703333333333326,0.2506333333333333,0.0033333333333333335,0.0033333333333333335,0.0,1.0,0.0033333333333333335,0.0,0.0,0.9466666666666667,0.05,0.24333333333333335,0.0033333333333333335,0.15,0.0,0.01,0.02666666666666667,0.0033333333333333335,0.03,0.0679237,-0.0002940100000000001,-0.9969702233333332,-0.1303193066666667,-0.01805881333333333,-0.9904645400000001,-0.03137666666666667,-0.009216666666666666,0.13794608999830113,0.08336765625380785,0.09076827418576497,0.06872266660454678,0.1053704988551611,0.0,0.04025232566316137,0.14177437049523428,0.08674104517826388,0.06870193160975846,0.12363998155539717,0.21095666787059267,0.10073973884856756,0.10675303081184129,0.23516497209951165,0.21049916520196615,0.3797428264889124,0.05773502691896257,0.05773502691896257,0.0,0.0,0.05773502691896258,0.0,0.0,0.2250727616773127,0.21830909938949905,0.42981160478467867,0.05773502691896257,0.3576680324053049,0.0,0.09966499068325334,0.16137646493112862,0.05773502691896258,0.17087224588772665,0.032217181113805296,0.020008832361688687,0.001780777826028409,0.030006451911887614,0.02748662751787087,0.004523031824416257,0.02894964124099231,0.022533729208953194
2ea4_Video1,0.06711494252873564,0.03873563218390805,0.443367816091954,0.03333333333333333,0.35505747126436776,0.0,0.03641379310344828,0.26305747126436785,0.08439080459770115,0.1899080459770115,0.07458620689655172,0.3267011494252874,0.06585057471264369,0.12011494252873561,0.1439080459770115,0.1720344827586207,0.18448275862068966,0.0,0.06206896551724138,0.0,0.9149425287356322,0.009195402298850575,0.0,0.0,0.6218390804597701,0.008045977011494253,0.6264367816091954,0.0,0.16436781609195403,0.0,0.3367816091954023,0.0,0.0022988505747126436,0.0896551724137931,0.1026735551724138,0.009482254022988506,-0.991448156321839,-0.08915952413793103,0.0019931850574712636,-0.9938073632183908,0.006850574712643679,0.005794252873563221,0.09871824411540146,0.08844266472085487,0.13852266849860836,0.08768951748523451,0.1437615142791853,0.0,0.06956722237256412,0.2906705614425726,0.1365792305639706,0.2307684482117918,0.10241952710958907,0.23797484733024488,0.10665389090421783,0.20112911569530761,0.13832930740977267,0.16695299175603714,0.2910591690077767,0.0,0.2414195548258743,0.0,0.2791276628342413,0.09550566037731609,0.0,0.0,0.48520701034695735,0.08938916970437055,0.4840279238811017,0.0,0.37082218589842836,0.0,0.47288136746292936,0.0,0.047918735136095146,0.28585143556150094,0.060610232357130346,0.05190228187722705,0.006221924756193851,0.04964397994156418,0.04373273039138824,0.0046400173925340415,0.05329465798079183,0.04699810454842053
